fournisseur;siret_fournisseur;siret_payeur;code_fournisseur;code_maison;maison;num_commande;date_commande;num_bl;date_bl;num_facture;date_facture;date_echeance;nature_facture;devise;reference_article;code_ean;libelle;famille;qte;px_unitaire_brut;px_unitaire_net;montant_brut;montant_remise;montant_net;taux_tva;montant_tva;montant_ttc;nom_client;num_serie;Commentaire;
"MG Developpement";"441407061";"517780870";;"569";"ACUI";"001569";"20221124";"17766";"20221208";"f_12852";"20221208";"20230131";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";3.00;;24.00;;;72.00;2000;14.40;86.40;;;;
"MG Developpement";"441407061";"517780870";;"569";"ACUI";"001569";"20221124";"17766";"20221208";"f_12852";"20221208";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";3.00;;42.00;;;126.00;2000;25.20;151.20;;;;
"MG Developpement";"441407061";"517780870";;"569";;"001569";"20221124";"17766";"20221208";"f_12852";"20221208";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;40.00;;;40.00;2000;8.00;48.00;;;;
"MG Developpement";"441407061";"517780870";;"519";"ACUI";"ACUITDP061";"20221206";"17775";"20221209";"f_12866";"20221209";"20230131";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"519";"ACUI";"ACUITDP061";"20221206";"17775";"20221209";"f_12866";"20221209";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"519";;"ACUITDP061";"20221206";"17775";"20221209";"f_12866";"20221209";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"DO559";"DIRE";"20221206_7";"20221206";"17776";"20221209";"f_12867";"20221209";"20230131";"FA";"EUR";"3661871126748";"3661871126748";"LINGETTE NETTOYANTE AUDIO (DO) - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"DO559";"DIRE";"20221206_7";"20221206";"17776";"20221209";"f_12867";"20221209";"20230131";"FA";"EUR";"3661871126694";"3661871126694";"MINI BROSS NET GAZ 50ML (DO) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"DO559";;"20221206_7";"20221206";"17776";"20221209";"f_12867";"20221209";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001595";"20221205";"17804";"20221212";"f_12885";"20221212";"20230131";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001595";"20221205";"17804";"20221212";"f_12885";"20221212";"20230131";"FA";"EUR";"3661871125635";"3661871125635";"COMPRIME EFFERVESCENT - Pack de 24 boites de 20 comprimés";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001595";"20221205";"17804";"20221212";"f_12885";"20221212";"20230131";"FA";"EUR";"3661871125697";"3661871125697";"SPRAY GAZ SECHAGE (Labo) 150 ML - Unité";"Séchage";2.00;;3.50;;;7.00;2000;1.40;8.40;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001595";"20221205";"17804";"20221212";"f_12885";"20221212";"20230131";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";1.00;;24.00;;;24.00;2000;4.80;28.80;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001595";"20221205";"17804";"20221212";"f_12885";"20221212";"20230131";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"A003";"ACUI";"001595";"20221205";"17804";"20221212";"f_12885";"20221212";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";2.00;;42.00;;;84.00;2000;16.80;100.80;;;;
"MG Developpement";"441407061";"517780870";;"DO063";"DIRE";"12122022EP";"20221212";"17836";"20221213";"f_12899";"20221213";"20230131";"FA";"EUR";"3661871126748";"3661871126748";"LINGETTE NETTOYANTE AUDIO (DO) - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"DO063";"DIRE";"12122022EP";"20221212";"17836";"20221213";"f_12899";"20221213";"20230131";"FA";"EUR";"3661871126694";"3661871126694";"MINI BROSS NET GAZ 50ML (DO) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"DO063";"DIRE";"12122022EP";"20221212";"17836";"20221213";"f_12899";"20221213";"20230131";"FA";"EUR";"3661871126731";"3661871126731";"COMPRIME EFFERVESCENT (DO) - Pack 24 boites de 20";"Nettoyage";1.00;;50.40;;;50.40;2000;10.08;60.48;;;;
"MG Developpement";"441407061";"517780870";;"DO063";"DIRE";"12122022EP";"20221212";"17836";"20221213";"f_12899";"20221213";"20230131";"FA";"EUR";"3661871127202";"3661871127202";"PERFECT CLEAN (Appareil d'Entretien) - (DO) - Pack de 2";"PerfectClean";1.00;;158.00;;;158.00;2000;31.60;189.60;;;;
"MG Developpement";"441407061";"517780870";;"DO063";"DIRE";"12122022EP";"20221212";"17836";"20221213";"f_12899";"20221213";"20230131";"FA";"EUR";"3661871126762";"3661871126762";"RECHARGE PERFECT CLEAN - (DO) - Pack de 10";"Refil PCL";1.00;;80.00;;;80.00;2000;16.00;96.00;;;;
"MG Developpement";"441407061";"517780870";;"DO063";"DIRE";"12122022EP";"20221212";"17836";"20221213";"f_12899";"20221213";"20230131";"FA";"EUR";"3661871126793";"3661871126793";"SPRAY GAZ NETTOYAGE (Labo) - (DO) - Unité";"Séchage";1.00;;3.50;;;3.50;2000;0.70;4.20;;;;
"MG Developpement";"441407061";"517780870";;"556";"ACUI";"C556000781";"20221214";"17857";"20221215";"f_12913";"20221215";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";3.00;;42.00;;;126.00;2000;25.20;151.20;;;;
"MG Developpement";"441407061";"517780870";;"556";;"C556000781";"20221214";"17857";"20221215";"f_12913";"20221215";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;17.00;;;17.00;2000;3.40;20.40;;;;
"MG Developpement";"441407061";"517780870";;"581";"ACUI";"13122022_1";"20221213";"17858";"20221215";"f_12914";"20221215";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"581";;"13122022_1";"20221213";"17858";"20221215";"f_12914";"20221215";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;11.00;;;11.00;2000;2.20;13.20;;;;
"MG Developpement";"441407061";"517780870";;"567";"ACUI";"10122022_1";"20221210";"17884";"20221216";"f_12924";"20221216";"20230131";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";2.00;;58.80;;;117.60;2000;23.52;141.12;;;;
"MG Developpement";"441407061";"517780870";;"567";"ACUI";"10122022_1";"20221210";"17884";"20221216";"f_12924";"20221216";"20230131";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";3.00;;42.00;;;126.00;2000;25.20;151.20;;;;
"MG Developpement";"441407061";"517780870";;"567";"ACUI";"10122022_1";"20221210";"17884";"20221216";"f_12924";"20221216";"20230131";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";2.00;;24.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"567";"ACUI";"10122022_1";"20221210";"17884";"20221216";"f_12924";"20221216";"20230131";"FA";"EUR";"3661871125697";"3661871125697";"SPRAY GAZ SECHAGE (Labo) 150 ML - Unité";"Séchage";2.00;;3.50;;;7.00;2000;1.40;8.40;;;;
"MG Developpement";"441407061";"517780870";;"567";"ACUI";"10122022_1";"20221210";"17884";"20221216";"f_12924";"20221216";"20230131";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";3.00;;48.00;;;144.00;2000;28.80;172.80;;;;
"MG Developpement";"441407061";"517780870";;"DO071";"DIRE";"C122001038";"20221215";"17885";"20221216";"f_12925";"20221216";"20230131";"FA";"EUR";"3661871126694";"3661871126694";"MINI BROSS NET GAZ 50ML (DO) - Pack de 24";"Nettoyage";1.00;;58.80;;;58.80;2000;11.76;70.56;;;;
"MG Developpement";"441407061";"517780870";;"DO071";;"C122001038";"20221215";"17885";"20221216";"f_12925";"20221216";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;12.00;;;12.00;2000;2.40;14.40;;;;
"MG Developpement";"441407061";"517780870";;"1811";"ACUI";"REAPPRO AU";"20221207";"17899";"20221216";"f_12926";"20221216";"20230131";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";3.00;;58.80;;;176.40;2000;35.28;211.68;;;;
"MG Developpement";"441407061";"517780870";;"1811";"ACUI";"REAPPRO AU";"20221207";"17899";"20221216";"f_12926";"20221216";"20230131";"FA";"EUR";"3661871125659";"3661871125659";"GOBELET DE NETTOYAGE ET DE SECHAGE - Pack de 20";"Mixte";2.00;;24.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"1811";;"REAPPRO AU";"20221207";"17899";"20221216";"f_12926";"20221216";"20230131";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;29.00;;;29.00;2000;5.80;34.80;;;;
"MG Developpement";"441407061";"517780870";;"106";"ACUI";"07122022_1";"20221207";"17900";"20221219";"f_12933";"20221219";"20230228";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";3.00;;58.80;;;176.40;2000;35.28;211.68;;;;
"MG Developpement";"441407061";"517780870";;"106";"ACUI";"07122022_1";"20221207";"17900";"20221219";"f_12933";"20221219";"20230228";"FA";"EUR";"3661871125642";"3661871125642";"LINGETTE NETTOYANTE AUDIO - Pack de 20 boites de 50 Lingettes";"Nettoyage";1.00;;42.00;;;42.00;2000;8.40;50.40;;;;
"MG Developpement";"441407061";"517780870";;"106";"ACUI";"07122022_1";"20221207";"17900";"20221219";"f_12933";"20221219";"20230228";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";1.00;;48.00;;;48.00;2000;9.60;57.60;;;;
"MG Developpement";"441407061";"517780870";;"106";"ACUI";"07122022_1";"20221207";"17900";"20221219";"f_12933";"20221219";"20230228";"FA";"EUR";"3661871125697";"3661871125697";"SPRAY GAZ SECHAGE (Labo) 150 ML - Unité";"Séchage";3.00;;3.50;;;10.50;2000;2.10;12.60;;;;
"MG Developpement";"441407061";"517780870";;"106";;"07122022_1";"20221207";"17900";"20221219";"f_12933";"20221219";"20230228";"FA";"EUR";"PORTLOC";"PORTLOC";"Port Local";"Consommable";1.00;;17.00;;;17.00;2000;3.40;20.40;;;;
"MG Developpement";"441407061";"517780870";;"507";"ACUI";"C507003173";"20221130";"17911";"20221219";"f_12934";"20221219";"20230228";"FA";"EUR";"3661871125611";"3661871125611";"MINI BROSS NET GAZ 50 ML - Pack de 24";"Nettoyage";5.00;;58.80;;;294.00;2000;58.80;352.80;;;;
"MG Developpement";"441407061";"517780870";;"507";"ACUI";"C507003173";"20221130";"17911";"20221219";"f_12934";"20221219";"20230228";"FA";"EUR";"3661871125703";"3661871125703";"CAPSULE ASSECHANTE - Pack de 24 boites de 4 capsules";"Séchage";2.00;;48.00;;;96.00;2000;19.20;115.20;;;;
