Code Adhérent;Code du destinataire;Description destinataire;Nature;Numéro de document;Date d'enregistrement;Référence du document de base;Numéro d'article;Description article/service;Quantité;Remise (%) par ligne;Définition de la TVA;prix Brut;prix Net;prix TTC;N° Série
AF0014;ACUITIS WESTLAND;WESTLAND SHOPPING CENTER BOULEVARD SYLVAIN DUPUIS, 347 B-1070 ANDERLECHT BELGIUM;FA;21120079;02.12.2021;21120096;EFFPACU;"EFFER'NET x20 ""ACUITIS""";72;0;C4;162;162;194,4;
AF0014;ACUITIS WESTLAND;WESTLAND SHOPPING CENTER BOULEVARD SYLVAIN DUPUIS, 347 B-1070 ANDERLECHT BELGIUM;FA;21120079;02.12.2021;21120096;PO12;PORT T.N.T. (6 KG) FRANCO;1;0;C4;0;0;0;
AF0014;ACUITIS WESTLAND;WESTLAND SHOPPING CENTER BOULEVARD SYLVAIN DUPUIS, 347 B-1070 ANDERLECHT BELGIUM;FA;21120079;02.12.2021;21120096;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
13;ACUITIS BETTEMBOURG;SHOPPING CENTER CACTUS 320 ZAE WOLSER A L-3225 BETTEMBOURG LUXEMBOURG;FA;21120146;03.12.2021;21120166;2956;OTOFORM A/SOFT X - S50 x8;5;18;C4;282;231,24;277,49;
13;ACUITIS BETTEMBOURG;SHOPPING CENTER CACTUS 320 ZAE WOLSER A L-3225 BETTEMBOURG LUXEMBOURG;FA;21120146;03.12.2021;21120166;DEEE;ECO PARTICIPATION;1;0;C4;0,08;0,08;0,1;
13;ACUITIS BETTEMBOURG;SHOPPING CENTER CACTUS 320 ZAE WOLSER A L-3225 BETTEMBOURG LUXEMBOURG;FA;21120146;03.12.2021;21120166;KHENT1;KIT HEINE CONVENTIONNEL;1;18;C4;375;307,5;369;
13;ACUITIS BETTEMBOURG;SHOPPING CENTER CACTUS 320 ZAE WOLSER A L-3225 BETTEMBOURG LUXEMBOURG;FA;21120146;03.12.2021;21120166;MINIBROSACU;"MINI BROSS'NET 75ml - ""ACUITIS""";120;0;C4;307,2;307,2;368,64;
13;ACUITIS BETTEMBOURG;SHOPPING CENTER CACTUS 320 ZAE WOLSER A L-3225 BETTEMBOURG LUXEMBOURG;FA;21120146;03.12.2021;21120166;PO14;PORT T.N.T. (14 KG);1;100;C4;37;0;0;COLIS N° 154225821- 60X40X25
13;ACUITIS BETTEMBOURG;SHOPPING CENTER CACTUS 320 ZAE WOLSER A L-3225 BETTEMBOURG LUXEMBOURG;FA;21120146;03.12.2021;21120166;PO51;FRAIS D'EMBALLAGE.;1;0;C4;2,8;2,8;3,36;
535;ACUITIS AJACCIO BALEONE;LIEU DIT PERNICAGGIO C.C. ATRIUM 20167 SARROLA-CARCOPINI CORSE;FA;21120329;08.12.2021;21120389;DEEE;ECO PARTICIPATION;1;0;C4;0,08;0,08;0,1;
535;ACUITIS AJACCIO BALEONE;LIEU DIT PERNICAGGIO C.C. ATRIUM 20167 SARROLA-CARCOPINI CORSE;FA;21120329;08.12.2021;21120389;E720;TELEPHONE E720;1;18;C4;79,9;65,52;78,62;
535;ACUITIS AJACCIO BALEONE;LIEU DIT PERNICAGGIO C.C. ATRIUM 20167 SARROLA-CARCOPINI CORSE;FA;21120329;08.12.2021;21120389;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
535;ACUITIS AJACCIO BALEONE;LIEU DIT PERNICAGGIO C.C. ATRIUM 20167 SARROLA-CARCOPINI CORSE;FA;21120329;08.12.2021;21120389;POCH1;CHRONOPOST CLIENT;1;0;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;0541NAC;"GOBELET SECHAGE BLANC ""ACUITIS""";20;0;C4;27,2;27,2;32,64;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;2956;OTOFORM A/SOFT X - S50 x8;1;20;C4;56,4;45,12;54,14;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;3245;CANULE ROSE SMALL 5.4 mm;100;20;C4;64;51,2;61,4;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;4545;OTOFORM A/K S50  8 CART;1;20;C4;56,4;45,12;54,14;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;5675;LOT PROTEGE TYMPAN AERE 6 PIECES /DIAMETRE;1;20;C4;26;20,8;24,96;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;ANGEL;ANIOSGEL 300 ml;2;0;C4;12,8;12,8;15,36;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;ASEPT;PURELL 100;4;20;C4;29,8;23,84;28,61;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;ASPI2;ASPIMATIC II MEGA-POWER;1;20;C4;605;484;580,8;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;BA151;ACCU BA151;1;20;C4;31;24,8;29,76;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;BA300;ACCU BA300;1;20;C4;34;27,2;32,64;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;BLOTEST;BLOC TESTEUR;5;20;C4;70;56;67,2;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;BRU15;BRUCELLE COUPANTE;1;20;C4;41;32,8;39,36;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;BRUFI;BRUCELLE FINE;1;20;C4;22;17,6;21,12;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CAPCAO.;CAPUCHON POLISSOIR x5;1;20;C4;15,75;12,6;15,12;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CARTO;CARROUSEL 9 TOURNEVIS;1;20;C4;57;45,6;54,72;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CASE;CASIER 20 TIROIRS;1;20;C4;35;28;33,6;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CISDRO;CISEAUX INOX DROIT POINTU;1;20;C4;9,9;7,92;9,5;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CISRON;CISEAUX INOX ROND;1;20;C4;16,5;13,2;15,84;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CL7370OPT;CASQUE TV CL7370 OPTIQUE;1;20;C4;92;73,6;88,32;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CLSIM;SIMULATEUR TELEPHONIQUE;1;20;C4;69;55,2;66,24;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;COREM;PINCE COUPANTE 110mm;1;20;C4;35;28;33,6;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;CYA201;FLACON COLLE 4g;6;20;C4;18,3;14,64;17,57;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;DECT295;AMPLI DECT295;1;20;C4;53;42,4;50,88;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;DEEE;ECO PARTICIPATION;16;0;C4;1,28;1,28;1,54;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;DEEE;ECO PARTICIPATION;4;0;C4;0,36;0,36;0,43;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;DISCOT;DISQUE COTON;2;20;C4;8,3;6,64;7,97;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;DISPLA;"PRESENTOIR PLUGGERZ ""ACUITIS""";1;100;C4;30;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;DIST70.;DISTRIBUTEUR ALCOOL + CARTOUCHE;1;20;C4;25;20;24;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;EC35;NETTOYANT EC35 1L;1;0;C4;29,8;29,8;35,76;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;EM07D;BAC A ULTRASONS 0,7L;1;20;C4;136;108,8;130,56;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;EMBME1.;EMBOUT MELANGEUR DS50 - VERT;100;20;C4;64;51,2;61,4;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;ESCORT;MICRO MOTEUR ESCORT III - S;0;20;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET1;FORET COURT 0.5mm;1;20;C4;5,4;4,32;5,18;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET10;FORET LONG 1mm;1;20;C4;9,2;7,36;8,83;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET12;FORET LONG 1.5mm;1;20;C4;9,2;7,36;8,83;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET13;FORET LONG 2mm;1;20;C4;9,5;7,6;9,12;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET15;FORET LONG 2.5mm;1;20;C4;11,8;9,44;11,33;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET16;FORET LONG 2.9mm;1;20;C4;11,8;9,44;11,33;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FORET8;FORET LONG 0.5mm;1;20;C4;8,75;7;8,4;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAI45;FRAISE CROISEE CARBURE 4.5mm;1;20;C4;31;24,8;29,76;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAI60;FRAISE CROISEE CARBURE 6mm;1;20;C4;31;24,8;29,76;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIBLO;FRAISE ABRASIVE BLEUE OGIVE;1;20;C4;8,8;7,04;8,45;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIBO1;FRAISE BOULE 1.5mm;1;20;C4;2,55;2,04;2,45;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIBO2;FRAISE BOULE 1.8mm;1;20;C4;2,55;2,04;2,45;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIBO3;FRAISE BOULE 2.mm;1;20;C4;2,55;2,04;2,45;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIBO4;FRAISE BOULE 2.5mm;1;20;C4;2,55;2,04;2,45;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIPOC;BOULE COTON;1;20;C4;3,15;2,52;3,02;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIROC;FRAISE ABRASIVE CYLIND. ROSE;1;20;C4;2;1,6;1,92;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;FRAIROP;FRAISE ABRASIVE POINTE ROSE;1;20;C4;2;1,6;1,92;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;GAZ650.;GAZ'NET 650ml;3;20;C4;19,2;15,36;18,43;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;HEFOLED;OTOSCOPE HEINE 3000 F.O. LED;1;20;C4;169;135,2;162,24;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;HYDRA4ACUI;"HYDRASON 10 x4 ""ACUITIS""";0;0;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;KITUV;KIT UV COMPLET;1;20;C4;432;345,6;414,72;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;LAQ50.;LAQUE DUR 50ml;1;20;C4;41;32,8;39,36;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;LUB;LUBRISON 15ml;6;20;C4;21,6;17,28;20,74;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;MANPOL1;PORTE POLISSOIR;1;20;C4;24,8;19,84;23,81;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;MICORE;MICRO PINCE HARTMANN;1;20;C4;22;17,6;21,12;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;MINIBROSACU;"MINI BROSS'NET 75ml - ""ACUITIS""";0;0;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;MIRCLA;MIROIR DE CLAR;0;15;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;OUTI;OUTIL 3 FONCTIONS;20;20;C4;32,4;25,92;31,1;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PEBE1;PLANCHE PETIT MODELE SYL;0;20;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PEOCAS;CANULE STETHOSCOPE INTRA;1;20;C4;2,05;1,64;1,97;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PEOLR;LAME RASOIR 1 COTE;10;20;C4;10,5;8,4;10,08;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PILMIR;PILE LITHIUM  - 3V;0;15;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PINTUB;PINCE A DILATER INOX;1;20;C4;32;25,6;30,72;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PISINJ3;PISTOLET INJECTEUR - DM ET DS50;1;20;C4;57;45,6;54,72;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLAREM;PINCE PLATE  120mm;1;20;C4;33;26,4;31,68;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLAT01;PLATEAU INOX 21x16 x 2cm;3;20;C4;29,7;23,76;28,51;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG1;PLUG PRO - BRICOLAGE;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG10;PLUG QUIET - LECTURE;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG11;PLUG SHOOT - CHASSE ET TIR;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG2;PLUG MUSIC - MUSIQUE;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG3;PLUG ROAD - ROUTE - MOTO;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG4;PLUG SLEEP - SOMMEIL;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG7;PLUG WATER - PISCINE;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PLUG8;PLUG TRAVEL - VOYAGE;3;0;C4;16,65;16,65;19,98;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PO174;PORT -  CIBLEX (12 KG);1;0;C4;37;37;44,4;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PO175;PORT -  CIBLEX (21 KG);1;0;C4;40;40;48;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PO51;FRAIS D'EMBALLAGE;1;0;C4;2,8;2,8;3,36;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PO52;FRAIS D'EMBALLAGE;1;0;C4;3,95;3,95;4,74;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;POUHEI30CL2;POUSSE COTON MINI 3000 LED HQ;0;20;C4;0;0;0;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PROCYL;50 PROTEGES TYMPAN CYL. S;1;20;C4;8,9;7,12;8,54;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;PROTYM;100 PROTEGES TYMPAN CONIQUE;1;20;C4;23;18,4;22,08;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;REST20.;RESINE DUR TRANS 20g;1;20;C4;19,5;15,6;18,72;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;SEPG25;BTE DIST. SPECULUM 2,5 x250;1;20;C4;9,99;7,99;9,59;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;SEPG40;BTE DIST. SPECULUM 4 x250;1;20;C4;9,99;7,99;9,59;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;SET860;ECOUTE TV SET860  H.F;2;20;C4;398;318,4;382,08;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;SONO2;SONOMETRE SL200;1;15;C4;175;148,75;178,5;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;STET;STETHOSCOPE MONO NOIR;1;20;C4;19,9;15,92;19,1;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;SUPCOMB;SUPPORT FRAISES UNIVERSEL BLANC;1;20;C4;43;34,4;41,28;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;TEXT;TIGE D'EXTRACTION;10;20;C4;8,5;6,8;8,16;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;TUBEN;TUBE ENFANT  1,4 x 2,5mm;5;20;C4;4,95;3,96;4,75;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;TUBSOU.;TUBE FLEXIBLE  2x3mm;10;20;C4;8,2;6,56;7,87;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;VERNIS.;VERNIS SILICONE ECO 20ml;1;20;C4;15;12;14,4;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;WAKC;REVEIL WAKE N' SHAKE CURVE;1;20;C4;46;36,8;44,16;
582;ACUITIS PERPIGNAN;12 RUE SAINT ETIENNE TERRUS  66680 CANCHES FRANCE;FA;21120516;13.12.2021;21120619;XSNET50ACUI;"MINI LINGETTES x50 ""ACUITIS""";20;0;C4;43,2;43,2;51,84;
11;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;21120543;14.12.2021;21120665;MINIBROSACU;"MINI BROSS'NET 75ml - ""ACUITIS""";72;0;C4;184,32;184,32;221,18;
11;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;21120543;14.12.2021;21120665;PO11;PORT T.N.T. (5 KG) INTER 45X30X20;1;0;C4;25;25;30;COLIS N° 168983163
11;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;21120543;14.12.2021;21120665;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
GA308;GRANDAUDITION ANNEMASSE;SAINT-ANDRE 8 RUE D'ETREMBIERES 74100 ANNEMASSE FRANCE;FA;21121035;27.12.2021;;PO18;PORT -  D.H.L. (1 KG);1;0;C4;11,06;11,06;13,27;
MAA002;LA MAISON DE L'AUDITION;156 AVENUE DE VERSAILLES  75016 PARIS FRANCE;FA;21121141;30.12.2021;21121475;BROS.;BROSS'NET 110 ml;24;18;C4;100,8;82,66;99,19;
MAA002;LA MAISON DE L'AUDITION;156 AVENUE DE VERSAILLES  75016 PARIS FRANCE;FA;21121141;30.12.2021;21121475;PO4;PORT COURSIER  (2 KG);1;0;C4;18;18;21,6;
MAA002;LA MAISON DE L'AUDITION;156 AVENUE DE VERSAILLES  75016 PARIS FRANCE;FA;21121141;30.12.2021;21121475;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
69UNI;UNISSON LYON;IMMEUBLE CONFLUANCE - 3EME ETAGE 3 COURS CHARLEMAGNE 69002 LYON FRANCE;FA;21121147;30.12.2021;21121496;2956;OTOFORM A/SOFT X - S50 x8;2;0;C4;112,8;112,8;135,36;
69UNI;UNISSON LYON;IMMEUBLE CONFLUANCE - 3EME ETAGE 3 COURS CHARLEMAGNE 69002 LYON FRANCE;FA;21121147;30.12.2021;21121496;PO11;PORT T.N.T. (2 KG);1;0;C4;18;18;21,6;
69UNI;UNISSON LYON;IMMEUBLE CONFLUANCE - 3EME ETAGE 3 COURS CHARLEMAGNE 69002 LYON FRANCE;FA;21121147;30.12.2021;21121496;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
11;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;21121368;31.12.2021;21031579;FOTO20;FOTOTEC SQUELETTE;1;18;C3;21,1;17,3;18,25;
11;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;21121368;31.12.2021;21031581;FOTO20;FOTOTEC SQUELETTE;2;18;C3;42,2;34,6;36,51;
