Code Adhérent;Code du destinataire;Description destinataire;Nature;Numéro de document;Date d'enregistrement;Référence du document de base;Numéro d'article;Description article/service;Quantité;Remise (%) par ligne;Définition de la TVA;prix Brut;prix Net;prix TTC;N° Série
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;DEEE;ECO PARTICIPATION;2;0;C4;0,18;0,18;0,216;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;PO11;PORT T.N.T. (3 KG);1;0;C4;18,5;18,5;22,2;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,6;2,6;3,12;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;9,49;9,493;11,392;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;DISCOT;DISQUE COTON;1;18;C4;4,25;3,485;4,182;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;FRAIGO;FRAISE GOMME GRISE;1;18;C4;5,3;4,346;5,215;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;FRAIPOC;BOULE COTON;1;18;C4;3,2;2,624;3,149;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;RS2000;CASQUE RS2000;2;18;C4;268;219,76;263,712;
531;ACUITIS REIMS;4 RUE THEODORE DUBOIS  51100 REIMS FRANCE;FA;22110633;18.11.2022;22110927;AUDIS;AUDISPRAY ADULT;12;18;C4;79,2;64,944;77,928;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;DIST;DISTRIBOX 40;12;18;C4;45;36,9;44,28;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;PO172;PORT -  CIBLEX (6 KG);1;0;C4;29;29;34,8;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,6;2,6;3,12;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;9,61;9,612;11,534;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;BROS;BROSS'NET NEWSON 110ml;24;18;C4;104,4;85,608;102,72;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;GINKGO;TUBE - GINKGO CARE;10;18;C4;40,5;33,21;39,85;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;MINIBROS;MINI BROSS'NET 75 ml NEWSON;24;18;C4;91,2;74,784;89,736;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;POI;POIRE;10;18;C4;33;27,06;32,47;
INNO002;ESPACE ACOUSTIQUE;29 ALLEE DU ROUERGUE  31770 COLOMIERS FRANCE;FA;22110651;18.11.2022;22110944;POWER312;ACCU 312 x2;1;18;C3;38,1;31,242;32,96;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;0541NAC;"GOBELET SECHAGE BLANC ""ACUITIS""";20;0;C4;29;29;34,8;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;HYDRA4ACUI;"HYDRASON 10 x4 ""ACUITIS""";24;0;C4;51,6;51,6;61,92;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;PO172;PORT -  CIBLEX (8 KG);1;0;C4;29;29;34,8;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;PO51;FRAIS D'EMBALLAGE;1;0;C4;2,8;2,8;3,36;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;7,18;7,179;8,615;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;XSNET50ACUI;"MINI LINGETTES x50 ""ACUITIS""";40;0;C4;98;98;117,6;
522;ACUITIS METZ;33 BIS RUE DE LA TETE D'OR  57000 METZ FRANCE;FA;22110657;18.11.2022;22110955;PLUG4;PLUG SLEEP - SOMMEIL;5;18;C4;35,25;28,905;34,685;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;ASPI2;ASPIMATIC II MEGA-POWER;1;20;C4;620;496;595,2;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;CAPCAO.;CAPUCHON POLISSOIR x5;1;20;C4;16,25;13;15,6;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;1;0;C4;0,75;0,75;0,9;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;2;0;C4;1,5;1,5;1,8;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;2;0;C4;1,5;1,5;1,8;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;2;0;C4;1,5;1,5;1,8;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;1;0;C4;0,75;0,75;0,9;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;1;0;C4;0,09;0,09;0,108;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DEEE;ECO PARTICIPATION;2;0;C4;0,18;0,18;0,216;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;DIST70.;DISTRIBUTEUR ALCOOL + CARTOUCHE;1;20;C4;26;20,8;24,96;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;KITUV;KIT UV COMPLET;1;20;C4;435;348;417,6;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;LAQ50.;LAQUE DUR 50ml;1;20;C4;42;33,6;40,32;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;LUB;LUBRISON 15ml;6;20;C4;22,8;18,24;21,888;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;M0006;DISPLAY - ANTI-BRUIT - DREVE;1;20;C4;305;244;292,8;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PO175;PORT -  CIBLEX (30 KG);1;0;C4;40;40;48;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PO52;FRAIS D'EMBALLAGE;1;0;C4;3,95;3,95;4,74;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;REST20.;RESINE DUR TRANS 20g;1;20;C4;20;16;19,2;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;108,37;108,37;130,044;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;TUBSOU.;TUBE FLEXIBLE  2x3mm;10;20;C4;8,5;6,8;8,16;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;VERNIS.;VERNIS SILICONE ECO 20ml;1;20;C4;17;13,6;16,32;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;2956;OTOFORM A/SOFT X - S50 x8;1;20;C4;58;46,4;55,68;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;3245;CANULE ROSE SMALL 5.4 mm;100;20;C4;66;52,8;63,4;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;5675;LOT PROTEGE TYMPAN AERE 6 PIECES /DIAMETRE;1;20;C4;28;22,4;26,88;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;AQUA8;CARTOUCHE AQUA 4B+4R;8;20;C4;96;76,8;92,16;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;ASEPTC;CONTAINER ASEPTIL 450;1;20;C4;46;36,8;44,16;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;BRUFI;BRUCELLE FINE;1;20;C4;23;18,4;22,08;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;CARTO;CARROUSEL 9 TOURNEVIS;1;20;C4;59;47,2;56,64;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;CISDRO;CISEAUX INOX POINTU;1;20;C4;10,5;8,4;10,08;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;CISRON;CISEAUX INOX ROND;1;20;C4;17,5;14;16,8;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;COREM;PINCE COUPANTE 110mm;1;20;C4;36;28,8;34,56;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;CYA201;FLACON COLLE 4g;6;20;C4;18,6;14,88;17,856;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;EC35;NETTOYANT EC35 1L;1;20;C4;31;24,8;29,76;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET1;FORET COURT 0.5mm;1;20;C4;5,5;4,4;5,28;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET10;FORET LONG 1mm;1;20;C4;9,5;7,6;9,12;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET12;FORET LONG 1.5mm;1;20;C4;9,5;7,6;9,12;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET13;FORET LONG 2mm;1;20;C4;9,9;7,92;9,504;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET15;FORET LONG 2.5mm;1;20;C4;12,05;9,64;11,568;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET16;FORET LONG 2.9mm;1;20;C4;12,05;9,64;11,568;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FORET8;FORET LONG 0.5mm;1;20;C4;8,85;7,08;8,496;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIBLO;FRAISE ABRASIVE BLEUE OGIVE;1;20;C4;8,9;7,12;8,544;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIBO2;FRAISE BOULE 1.8mm;1;20;C4;2,65;2,12;2,544;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIBO4;FRAISE BOULE 2.5mm;1;20;C4;2,65;2,12;2,544;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIPOC;BOULE COTON;1;20;C4;3,2;2,56;3,072;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIROP;FRAISE ABRASIVE POINTE ROSE;1;20;C4;2,1;1,68;2,016;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAITU6;FRAISE POINTE TUNGSTENE 5.5mm;1;20;C4;16,9;13,52;16,224;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;HEFOLED;OTOSCOPE HEINE 3000 F.O. LED;1;20;C4;172;137,6;165,12;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;LAMSCA;LAME SCALPEL N°11;10;20;C4;7,5;6;7,2;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;MICORE;MICRO PINCE HARTMANN;1;20;C4;23;18,4;22,08;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;MIRCLA;MIROIR DE CLAR;1;15;C4;165;140,25;168,3;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;ORESIL;OREILLE MAGNETIQUE BLANCHE G;1;20;C4;29;23,2;27,84;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PEBE1;PLANCHE PETIT MODELE SYL;1;20;C4;37;29,6;35,52;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PEOCAS;CANULE STETHOSCOPE INTRA;3;20;C4;6,3;5,04;6,048;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PILMIR;PILE LITHIUM  - 3V;2;15;C4;12,4;10,54;12,648;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PINTUB;PINCE A DILATER INOX;1;20;C4;33;26,4;31,68;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PISINJ3;PISTOLET INJECTEUR - DM ET DS50;1;20;C4;59;47,2;56,64;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PLAREM;PINCE PLATE  120mm;1;20;C4;34;27,2;32,64;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PLAT01;PLATEAU INOX 21x16 x 2cm;3;20;C4;30;24;28,8;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;POUHEI30CL2;POUSSE COTON MINI 3000 LED HQ;1;20;C4;65;52;62,4;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PROCYL;50 PROTEGES TYMPAN CYL. S;1;20;C4;9,05;7,24;8,688;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;PROTYM;100 PROTEGES TYMPAN CONIQUE;1;20;C4;24;19,2;23,04;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;SCALP;SCALPEL METAL N°3;1;20;C4;5,65;4,52;5,424;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;SEPG25;BTE DIST. SPECULUM 2,5 x250;1;20;C4;9,8;7,84;9,408;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;SEPG40;BTE DIST. SPECULUM 4 x250;1;20;C4;9,8;7,84;9,408;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;SONO2;SONOMETRE SL200;1;15;C4;177;150,45;180,54;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;STET;STETHOSCOPE MONO NOIR;1;20;C4;21;16,8;20,16;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;SUPCOMB;SUPPORT FRAISES UNIVERSEL BLANC;1;20;C4;45;36;43,2;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;15151;PISTOLET ELECTRIQUE;1;20;C4;795;636;763,2;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;ESCORT;MICRO MOTEUR ESCORT III - S;1;20;C4;498;398,4;478,08;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;CASE;CASIER 20 TIROIRS;1;20;C4;36;28,8;34,56;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;ANGEL;ANIOSGEL 300 ml;2;20;C4;13,7;10,96;13,152;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIROC;FRAISE ABRASIVE CYLIND. ROSE;1;20;C4;2,1;1,68;2,016;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIBO1;FRAISE BOULE 1.5mm;1;20;C4;2,65;2,12;2,544;
AF0593;ACUITIS BREST;39 RUE DE SIAM  29200 BREST FRANCE;FA;22111265;30.11.2022;22111173;FRAIBO3;FRAISE BOULE 2.mm;1;20;C4;2,65;2,12;2,544;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110445;FOTO22;FOTOTEC PINCE DE CRABE;1;18;E7;21,1;17,302;17,302;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110445;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110445;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,03;1,03;1,03;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110445;VERS;ASSURANCE;1;0;E7;1;1;1;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110445;SNR2;GRAVURE LOGO;1;18;E7;2;1,64;1,64;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;FOTO44;EMBOUT LIFESTYLE FUTURE EPAULEMENT COURT;2;18;E7;64,9;53,218;53,218;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;FOTO44;EMBOUT LIFESTYLE FUTURE EPAULEMENT COURT;2;18;E7;64,9;53,218;53,218;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;3,85;3,852;3,852;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;VERS;ASSURANCE;1;0;E7;1;1;1;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22110971;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22111447;AE19;ANTI EAU COQUILLE;2;18;E7;46,4;38,048;38,048;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22111447;B;COULEUR;2;18;E7;8;6,56;6,56;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22111447;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22111447;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,9;1,899;1,899;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22111447;VERS;ASSURANCE;1;0;E7;1;1;1;
0011;ACUITIS SCHENGEN;C C. BORDERS 6, SCHENGERWISS L-5439 REMERSCHEN LUXEMBOURG;FA;22111266;30.11.2022;22111447;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110254;FOTO42;FOTOTEC LIFESTYLE ACTIVE;1;18;E7;30,9;25,338;25,338;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110254;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110254;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,27;1,271;1,271;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110254;VERS;ASSURANCE;1;0;E7;1;1;1;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110254;SNR2;GRAVURE LOGO;1;18;E7;2;1,64;1,64;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110368;AE19;ANTI EAU COQUILLE;2;18;E7;46,4;38,048;38,048;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110368;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110368;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,7;1,702;1,702;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110368;VERS;ASSURANCE;1;0;E7;1;1;1;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110368;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110443;AB16;COMFORT NIGHT CANULE COMPACT;2;100;E7;46,4;0;0;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22110443;SNR2;GRAVURE LOGO;2;100;E7;4;0;0;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22111138;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22111138;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;2,35;2,351;2,351;
002;ACUITIS LUXEMBOURG;C.C. DE KIRCHBERG 2 RUE ALPHONSE WEICKER L2721 LUXEMBOURG LUXEMBOURG;FA;22111267;30.11.2022;22111138;SNR;GRAVURE D/G;2;18;E7;4;3,28;3,28;
